,Expediente,ID de publicación en TED,Órgano de Contratación,ID del Órgano de Contratación,Estado de la Licitación,Objeto del contrato,Financiación UE,Presupuesto base de licitación sin impuestos,Valor estimado del contrato:,Tipo de Contrato:,Código CPV,Lugar de Ejecución,Sistema de contratación,Procedimiento de contratación,Tipo de tramitación,Método de presentación de la oferta,Fecha fin de presentación de oferta,Resultado,Adjudicatario,Nº de Licitadores Presentados,Importe de Adjudicación,Lote / Descripción ,Fecha fin de presentación de solicitud
46,GEY_2023_18,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Contrato de servicios de póliza de seguro de responsabilidad civil de personal, autoridades, altos cargos y directivos al servicio de la Administración General del Ayuntamiento de A Coruña",No hay financiación con fondos de la UE,"30,081.50 Euros","60,163.00 Euros",Privado,66510000-Servicios de seguros.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,nan,Formalizado,AIG Europe S.A.,1,"20,000.00 Euros",No disponible,nan
47,831_2022_125,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Suministro de un vehículo autocar de 24 plazas, más conductor, abarcará la formación y homologación, destinado al Servicio de Prevención y Extinción de Incendios y Salvamento del Ayuntamiento de A Coruña",No hay financiación con fondos de la UE,"140,450.20 Euros","140,450.20 Euros",Suministros,34114400-Minibuses.,España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Formalizado,INTURASA PÉREZ RUMBAO S.A.,1,"140,000.00 Euros",No disponible,nan
48,851_2022_71,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Suministro de equipamiento para la implantación de Zona de Bajas Emisiones en A Coruña: Sistemas de Control de Accesos y Señalización, y Equipamiento de la Sala de Control, en el Marco del Plan de Recuperación, Transformación y Resiliencias - Fondos Next Generation, financiado por la Unión Europea","Asociado al Plan de Recuperación, Transformación y Resiliencia","2,286,919.13 Euros","2,286,919.13 Euros",Suministros,"31642000-Aparatos para detección electrónica., 30231300-Pantallas de visualización., 30231310-Monitores de pantalla plana., 39151300-Mobiliario modular., 45316210-Instalación de equipo de control del tráfico.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
49,GEY_2022_120,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Servicios de Mantenimiento y Funcionamiento de los relojes monumentales del Ayuntamiento de A Coruña,No hay financiación con fondos de la UE,"22,983.08 Euros","68,949.24 Euros",Servicios,50432000-Servicios de reparación y mantenimiento de relojes de pared.,España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,04/10/2022 23:59,Adjudicado,David Rodríguez Álvarez,1,"21,833.92 Euros",No disponible,nan
50,851_2021_165,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Suministro e Instalación de Equipamiento TIC para la mejora de la movilidad en varias zonas de la ciudad de A Coruña, cofinanciado en un 80 % por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del Eje 12 de Desarrollo Urbano del Programa Operativo Plurirregional de España.",Fondo Europeo de Desarrollo Regional,"493,384.95 Euros","596,995.79 Euros",Suministros,"34923000-Equipo de control del tráfico rodado., 32561000-Conexiones de fibra óptica., 34996100-Semáforos., 45316210-Instalación de equipo de control del tráfico., 45316212-Instalación de semáforos.",España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Adjudicado,"ALUMBRADOS VIARIOS, S.A.",1,"493,384.95 Euros",No disponible,nan
51,A31_2021_93,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Servicio de Comunicaciones del Ayuntamiento de A Coruña, susceptible de ser financiado por el Plan de Recuperación, Transformación y Resiliencia - Financiado por la Unión Europea - NEXTGENERATIONEU","Asociado al Plan de Recuperación, Transformación y Resiliencia","5,441,839.93 Euros","6,530,207.91 Euros",Servicios,64200000-Servicios de telecomunicaciones.,España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Adjudicado,"TELEFONICA DE ESPAÑA, S A.U.",1,"5,441,839.93 Euros",No disponible,nan
52,541_2020_1574,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Obras de implantación de huertas urbanas y edificaciones auxiliares en el Parque Adolfo Suárez, cofinanciadas en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del programa operativo plurirregional de España 2014-2020",Fondo Europeo de Desarrollo Regional,"252,864.63 Euros","252,864.63 Euros",Obras,"45100000-Trabajos de preparación del terreno., 45220000-Obras de ingeniería y trabajos de construcción.",España - A Coruña,No aplica,Abierto simplificado,Urgente,Electrónica,nan,Adjudicado,Jardineria Arce S.L.,10,"242,750.05 Euros",No disponible,nan
53,526_2021_44,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Procedimiento abierto simplificado de tramitación abreviada para contratar por lotes el servicio de impartición de itinerarios formativos en la modalidad de tele-formación para el Servicio Municipal de Empleo y Empresa,,"51,759.28 Euros","51,759.28 Euros",Servicios,80000000-Servicios de enseñanza y formación.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,15/07/2021 23:59,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
54,851_2020_100,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Suministro de bicicletas, puestos de anclaje, sistemas tic y software de gestión para el servicio de bicicletas de uso público del Ayuntamiento de La Coruña cofinanciado en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del Eje 12 de Desarrollo Urbano del Programa Operativo Plurirregional de España",Financiación con fondos de la UE,"1,481,016.53 Euros","1,481,016.53 Euros",Suministros,"34422000-Bicicletas con motor auxiliar., 34431000-Bicicletas sin motor., 34432000-Partes y accesorios para bicicletas.",España - A Coruña,No aplica,Abierto,Urgente,Electrónica,nan,Adjudicado,"CESPA, COMPAÑÍA ESPAÑOLA DE SERVICIOS PÚBLICOS AUXILIARES, S.A. - PBSC URBAN SOLUTIONS INC.",2,"1,481,016.53 Euros",No disponible,nan
55,244_2020_626,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Abierto simplificado abreviado para la contratación del Servicio de asistencia técnica para el desarrollo de un juego educativo de buenas prácticas en el consumo de internet y redes sociales,,"2,808.05 Euros","2,808.05 Euros",Servicios,72212190-Servicios de desarrollo de software educativo.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,28/12/2020 23:59,Adjudicado,Astibot Ingeniería Informática Robotica Domotica S.L,1,"2,200.00 Euros",No disponible,nan
56,541_2020_679,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Procedimiento simplificado abreviado para el suministro de 9 escaleras para acceder a los nichos del cementerio,,"27,272.72 Euros","27,272.72 Euros",Suministros,"44233000-Escaleras., 44000000-Estructuras y materiales de construcción; productos auxiliares para la construcción (excepto aparatos eléctricos).",España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,01/09/2020 23:59,Adjudicado,Solimef Iberica S.L.,3,"23,459.00 Euros",No disponible,nan
57,238_2020_179,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Procedimiento simplificado abreviado para el servicio de campamento urbano juvenil para el periodo vacacional estival del verano 2020,,"15,437.76 Euros","15,437.76 Euros",Servicios,"92000000-Servicios de esparcimiento, culturales y deportivos.",España - ESPAÑA,,Abierto simplificado,Ordinaria,Electrónica,25/06/2020 23:59,Adjudicado,Oxígeno Gestión S.L.N.E.,2,"12,450.00 Euros",No disponible,nan
58,521_2018_1085,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Contratación de las obras comprendidas en el proyecto de “urbanización de la calle Nuestra Señora del Rosario"" cofinanciadas en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del programa operativo plurriregional de España 2014-2020",Financiación con fondos de la UE,"666,388.68 Euros","666,388.68 Euros",Obras,45233252-Trabajos de pavimentación de calles.,España - A Coruña,,Abierto simplificado,Ordinaria,Electrónica,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
59,526_2020_24,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Evaluación,"Procedimiento simplificado abreviado para el servicio de impartición de los módulos formativos preparatorios de competencias clave de nivel 2 de lengua castellana, matemáticas y lengua gallega y el traslado del alumnado al centro examinador",,"3,748.38 Euros","3,748.38 Euros",Servicios,80000000-Servicios de enseñanza y formación.,España - A Coruña,,Abierto simplificado,Ordinaria,Electrónica,06/07/2020 23:59,nan,nan,nan,nan,No disponible,nan
60,105_2018_8822,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Contratación, por lotes, de las obras comprendidas en los nueve proyectos de reparación y adaptación de instalaciones eléctricas a realizar en distintos centros cívicos municipales y vecinales.",,"129,205.91 Euros","129,205.91 Euros",Obras,45310000-Trabajos de instalación eléctrica.,España - A Coruña,,Abierto simplificado,Ordinaria,Manual,nan,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,Ver detalle de la adjudicación,No disponible,nan
61,CI1_2019_133,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Suministro de material de reposición para los instrumentos de la banda municipal.,,"9,090.91 Euros","54,545.56 Euros",Suministros,"37320000-Partes y accesorios de instrumentos musicales., 50860000-Servicios de reparación y mantenimiento de instrumentos musicales.",España - A Coruña,,Abierto simplificado,Ordinaria,Electrónica,nan,Desierto,,2,Euros,No disponible,nan
62,521_2020_244,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Anulada,"Mantenimiento, conservación y reparación de las pasarelas peatonales y puentes con acceso peatonal comprendidas dentro del término municipal del Ayuntamiento de A Coruña y que sean de titularidad municipal",,"289,256.20 Euros","1,446,281.00 Euros",Servicios,"50230000-Servicios de reparación, mantenimiento y servicios asociados relacionados con carreteras y otros equipos., 45221119-Trabajos de renovación de puentes., 71631450-Servicios de inspección de puentes.",España - A Coruña,,Abierto,Ordinaria,Electrónica,30/06/2020 23:59,nan,nan,nan,nan,No disponible,nan
63,851_2019_45,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Contratación del servicio de mantenimiento de 5 ascensores y 4 escaleras mecánicas en la estación de autobuses de A Coruña,,"14,402.90 Euros","43,208.70 Euros",Servicios,"50750000-Servicios de mantenimiento de ascensores., 50740000-Servicios de reparación y mantenimiento de escaleras mecánicas.",España - A Coruña,,Abierto simplificado,Ordinaria,Electrónica,nan,Adjudicado,"thyssenkrupp Elevadores, S.L.U.",2,"8,397.00 Euros",No disponible,nan
64,521_2017_906,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Obras comprendidas en el proyecto de “reurbanización de la calle Victoria Fernández España” cofinanciadas en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del Programa Operativo Plurirregional de España 2014-2020.,,"199,705.83 Euros","199,705.83 Euros",Obras,45233252-Trabajos de pavimentación de calles.,España - A Coruña,,Abierto simplificado,Ordinaria,Electrónica,nan,Adjudicado,"Construcciones Ramón Vázquez y Reino, S.L.",12,"177,738.00 Euros",No disponible,nan
65,526_2020_26,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Procedimiento abierto simplificado de tramitación abreviada del servicio de auditoría externa para el seguimiento financiero del proyecto “Coruña Suma” (AP-POEFE), a celebrar a lo largo de las anualidades 2020 y 2021.",,"6,760.00 Euros","6,760.00 Euros",Servicios,79212000-Servicios de auditoría.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,28/08/2020 23:59,Adjudicado,"COAGA CONSULTORES, SLP",8,"2,771.60 Euros",No disponible,nan
66,527_2020_25,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,"Servicio de organización, producción y difusión de acciones para dinamizar el comercio local con motivo de la celebración del Samaín (2020)",,"58,882.11 Euros","176,646.33 Euros",Servicios,79952000-Servicios de eventos.,España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Adjudicado,PUERTAS AFUERA COMUNICACION MEDIOAMBIENTAL Y CULTURAL SL,8,"51,975.00 Euros",No disponible,nan
67,541_2018_965,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Servicio de vigilancia, mantenimiento y conservación de las instalaciones de bombeo de alcantarillado",,"139,674.99 Euros","657,212.36 Euros",Servicios,"50000000-Servicios de reparación y mantenimiento., 45232431-Estación de bombeo de aguas residuales., 45259000-Reparación y mantenimiento de instalaciones.",España - A Coruña,No aplica,Abierto,Ordinaria,Manual,04/09/2018 13:30,Adjudicado,MONTAJES ELECTRICOS VIZCAINO S.L,3,"118,583.07 Euros",No disponible,nan
68,GEY_2020_53,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Resuelta,Suministro de material de oficina no inventariable con destino al almacén de compras del Ayuntamiento de A Coruña,,"89,004.84 Euros","178,009.68 Euros",Suministros,30192000-Artículos de oficina.,España - A Coruña,No aplica,Abierto,Ordinaria,Electrónica,nan,Adjudicado,"PAZ DISMAC, S.L.",4,"89,004.84 Euros",No disponible,nan
69,521_2018_1141,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Procedimiento simplificado abreviado para las obras correspondientes al proyecto de “Recogida de pluviales en Avda. Rubine”,,"79,831.72 Euros","79,831.72 Euros",Obras,45232410-Obras de saneamiento.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,17/08/2020 23:59,Adjudicado,BCNOR Gestion y Soluciones Avanzadas S.L.,10,"66,101.55 Euros",No disponible,nan
70,236_2019_140,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,"Procedimiento simplificado abreviado para el servicio de mantenimiento de los ascensores del CEIP Emilia Pardo Bazán, Salgado Torres, Manuel Murguía y los salvaescaleras del CEIP Sal Lence y Cee Ntra Sra. do Rosario",,"3,998.50 Euros","7,997.00 Euros",Servicios,50750000-Servicios de mantenimiento de ascensores.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,17/06/2020 23:59,Adjudicado,"thyssenkrupp Elevadores, S.L.U.",8,"1,652.40 Euros",No disponible,nan
71,541_2020_179,,Junta de Gobierno del Ayuntamiento de A Coruña,31016830145443,Adjudicada,Procedimiento simplificado abreviado para el arrendamiento (renting) de una furgoneta con destino a la sección de Servicios Funerarios del Ayuntamiento de A Coruña,,"4,080.00 Euros","20,400.00 Euros",Suministros,34100000-Vehículos de motor.,España - A Coruña,No aplica,Abierto simplificado,Ordinaria,Electrónica,22/06/2020 23:59,Adjudicado,AUTOMOVILES LORGA SL,1,"3,468.00 Euros",No disponible,nan
